horizon,model,n,mse,rmse
1,regime_rf10,5184,0.6949671832149011,0.833646917594554
2,regime_rf10,5184,0.8103257940036817,0.9001809784724857
3,regime_rf10,5184,0.9390082622920731,0.9690243868407405
4,regime_rf10,5184,1.002634590722801,1.001316428868917
5,regime_rf10,5184,1.086644300830878,1.0424223236437706
6,regime_rf10,5184,1.1137651406155131,1.0553507192471672
7,regime_rf10,5184,1.130470353007557,1.0632357937012642
