horizon,model,n,crps_prob,coverage80,coverage95,calibration_error80,calibration_error95,sharpness_sd,sharpness_width80,sharpness_width95,scorecard
1,regime_rf10,5184,0.39294960391723943,0.8805941358024691,0.9375,0.0805941358024691,0.012499999999999956,0.8218037963523663,2.1063678835717425,3.2214116864178535,mixed_calibration
2,regime_rf10,5184,0.42611111202848506,0.8715277777777778,0.9326774691358025,0.07152777777777775,0.01732253086419744,0.8676051456667648,2.2237614654075877,3.400949676616972,mixed_calibration
3,regime_rf10,5184,0.45422308104566345,0.8701774691358025,0.9326774691358025,0.07017746913580247,0.01732253086419744,0.9106540804957689,2.3341003250578627,3.5696984002922916,mixed_calibration
4,regime_rf10,5184,0.46537326217225755,0.8690200617283951,0.9349922839506173,0.06902006172839503,0.015007716049382669,0.9237975165694596,2.36778830721161,3.6212197229673686,mixed_calibration
5,regime_rf10,5184,0.48517708926368036,0.8695987654320988,0.9286265432098766,0.06959876543209875,0.02137345679012337,0.9516829557248524,2.439261563622595,3.730528635842674,mixed_calibration
6,regime_rf10,5184,0.4988207186348625,0.8763503086419753,0.9376929012345679,0.07635030864197523,0.012307098765432012,1.020552236111909,2.6157806318185197,4.000491254242318,mixed_calibration
7,regime_rf10,5184,0.5009205076196911,0.8796296296296297,0.9369212962962963,0.0796296296296296,0.013078703703703676,1.02888261370264,2.6371322487044773,4.033145734353221,mixed_calibration
