horizon,model,n,mse,rmse
1,rf_roll3_caret_cv,9360,0.4961684523524195,0.7043922574478083
2,rf_roll3_caret_cv,9360,0.5472159162223336,0.7397404384122404
3,rf_roll3_caret_cv,9360,0.5632757338448764,0.7505169777192761
4,rf_roll3_caret_cv,9360,0.5766661836082844,0.7593853986009241
5,rf_roll3_caret_cv,9360,0.6058365780873863,0.7783550462914636
6,rf_roll3_caret_cv,9360,0.6136578737919657,0.7833631812843681
7,rf_roll3_caret_cv,9360,0.6279836265112315,0.7924541794395632
