horizon,model,RMSE,Rsquared,MAE,mtry,splitrule,min.node.size,Resample
6,rf_roll3_caret_cv,0.8573226420741961,0.6253565579752275,0.3097919365414684,1,variance,10,Fold3
6,rf_roll3_caret_cv,0.8208834985846294,0.6618812263989158,0.3040544402239161,1,variance,20,Fold3
6,rf_roll3_caret_cv,0.8686840114194498,0.7107282371624409,0.31304742336830443,1,variance,5,Fold4
6,rf_roll3_caret_cv,0.846710616484253,0.7310716818178203,0.31069838906084873,1,variance,10,Fold4
6,rf_roll3_caret_cv,0.826820484902762,0.7496882531685954,0.3077092598082001,1,variance,20,Fold4
6,rf_roll3_caret_cv,0.8314478258017909,0.7330214433150015,0.3277445732095357,1,variance,5,Fold5
6,rf_roll3_caret_cv,0.819950008572029,0.7424727647526274,0.325419833648044,1,variance,10,Fold5
6,rf_roll3_caret_cv,0.8073554353824469,0.7533825164116505,0.3236152730355579,1,variance,20,Fold5
6,rf_roll3_caret_cv,0.8479909064653426,0.6945971055882896,0.35206311518033523,1,variance,5,Fold6
6,rf_roll3_caret_cv,0.8368489804586943,0.7036109187865336,0.3487444500283661,1,variance,10,Fold6
6,rf_roll3_caret_cv,0.8174378574298404,0.7187628830378845,0.343196885154668,1,variance,20,Fold6
6,rf_roll3_caret_cv,0.708170726248271,0.7918816194716031,0.30219002851163823,1,variance,5,Fold7
6,rf_roll3_caret_cv,0.7059763868012904,0.7949364654381812,0.3025737193428387,1,variance,10,Fold7
6,rf_roll3_caret_cv,0.6985971381666157,0.8029684540114326,0.30106018834363457,1,variance,20,Fold7
6,rf_roll3_caret_cv,0.6394479067964307,0.8230893533407821,0.27067263395202473,1,variance,5,Fold8
6,rf_roll3_caret_cv,0.6353044998646254,0.8268479556430259,0.2700884477616775,1,variance,10,Fold8
6,rf_roll3_caret_cv,0.6297090617746636,0.8327502857013149,0.26985853053071823,1,variance,20,Fold8
6,rf_roll3_caret_cv,0.7389334464904382,0.7774984263636001,0.3094282646046568,1,variance,5,Fold9
6,rf_roll3_caret_cv,0.7273807651629794,0.7868706875731271,0.3077018834282903,1,variance,10,Fold9
6,rf_roll3_caret_cv,0.7102213826835007,0.798976097587679,0.3027471062321171,1,variance,20,Fold9
7,rf_roll3_caret_cv,0.8045273904320712,0.616050588712234,0.2883185204694432,1,variance,5,Fold1
7,rf_roll3_caret_cv,0.7987178472570683,0.6222161378130916,0.2868762228670387,1,variance,10,Fold1
7,rf_roll3_caret_cv,0.7928371195065388,0.6289336306613259,0.2845460417174372,1,variance,20,Fold1
7,rf_roll3_caret_cv,0.7394345945523862,0.7730032807942857,0.31001532017302286,1,variance,5,Fold10
7,rf_roll3_caret_cv,0.734204872123873,0.7769982588546193,0.30855269201446417,1,variance,10,Fold10
7,rf_roll3_caret_cv,0.7270120962897789,0.7830802456391199,0.3058587075701534,1,variance,20,Fold10
7,rf_roll3_caret_cv,0.8095749664140292,0.6453720840613794,0.2968050447707625,1,variance,5,Fold2
7,rf_roll3_caret_cv,0.7999123364097271,0.6543633559523357,0.29530360545663764,1,variance,10,Fold2
7,rf_roll3_caret_cv,0.7830130934267916,0.6700800485960536,0.29253810589528867,1,variance,20,Fold2
7,rf_roll3_caret_cv,0.8397048183458657,0.6407533842901569,0.30912286087009394,1,variance,5,Fold3
7,rf_roll3_caret_cv,0.8210115490632474,0.659281049752128,0.30569787610749083,1,variance,10,Fold3
