horizon,model,n,mse,rmse
1,regime_stack,5184,0.6617149722378591,0.8134586481425218
2,regime_stack,5184,0.765184091465185,0.8747480159824228
3,regime_stack,5184,0.8858113670565224,0.9411755240424192
4,regime_stack,5184,0.9598241955805775,0.9797061781884289
5,regime_stack,5184,1.0143876065426953,1.007168112353988
6,regime_stack,5184,1.0245556408640915,1.0122033594412199
7,regime_stack,5184,1.0346621250152384,1.0171834274186924
