horizon,model,n,mse,rmse
1,rf_lag123_caret_cv,9360,0.3988819897280804,0.631571048836218
2,rf_lag123_caret_cv,9360,0.4296120396941876,0.6554479687161961
3,rf_lag123_caret_cv,9360,0.45040724733473636,0.6711238688459354
4,rf_lag123_caret_cv,9360,0.469017870527637,0.6848487939155891
5,rf_lag123_caret_cv,9360,0.48620779737189773,0.6972860226419986
6,rf_lag123_caret_cv,9360,0.49976055210370773,0.7069374456793951
7,rf_lag123_caret_cv,9360,0.5162596433584054,0.7185121038357011
