horizon,model,RMSE,Rsquared,MAE,mtry,splitrule,min.node.size,Resample
4,rf_lag123_caret_cv,0.6667655193619947,0.8126050665876765,0.26564842286140045,3,variance,5,Fold10
4,rf_lag123_caret_cv,0.6562454623628502,0.7720161781087743,0.25263605814469314,1,variance,5,Fold2
4,rf_lag123_caret_cv,0.6716295457410643,0.75816236707908,0.24501370074834763,2,variance,5,Fold2
4,rf_lag123_caret_cv,0.6783696690343106,0.7524672005740598,0.24482093783752393,3,variance,5,Fold2
4,rf_lag123_caret_cv,0.6927839451410431,0.7559770050945525,0.26441723482294555,1,variance,5,Fold3
4,rf_lag123_caret_cv,0.6994272644822129,0.7481017982748884,0.2557039522473635,2,variance,5,Fold3
4,rf_lag123_caret_cv,0.7096647077783751,0.7395175142210554,0.25653930658503604,3,variance,5,Fold3
4,rf_lag123_caret_cv,0.6940586552361818,0.8100648678983479,0.26767952272511175,1,variance,5,Fold4
4,rf_lag123_caret_cv,0.6956405076301738,0.8062502325140465,0.2594221493228689,2,variance,5,Fold4
4,rf_lag123_caret_cv,0.6955419824069317,0.8048989551892782,0.2581298249254446,3,variance,5,Fold4
4,rf_lag123_caret_cv,0.7128985201646013,0.797334925830664,0.2952565079849069,1,variance,5,Fold5
4,rf_lag123_caret_cv,0.7235806700155168,0.7903525496643435,0.2876727788001712,2,variance,5,Fold5
4,rf_lag123_caret_cv,0.7251565821286591,0.7893412901651772,0.28554940100102444,3,variance,5,Fold5
4,rf_lag123_caret_cv,0.6761760799250762,0.8045434746387954,0.29237252861970503,1,variance,5,Fold6
4,rf_lag123_caret_cv,0.6820947863605452,0.800473263898751,0.2859863871264565,2,variance,5,Fold6
4,rf_lag123_caret_cv,0.6890129163268254,0.796318724698003,0.2855312855588222,3,variance,5,Fold6
4,rf_lag123_caret_cv,0.6125426055517207,0.8455716060086146,0.26574963780061067,1,variance,5,Fold7
4,rf_lag123_caret_cv,0.6299721260831901,0.8340235701729981,0.2605185629868056,2,variance,5,Fold7
